113,Bãi Dứa,3,2,35,Bình Định
114,Khu du lịch sinh thái FLC Quy Nhơn,5,5,35,Bình Định
115,Chùa Hòa Thắng,3,6,35,Bình Định
116,Hòn Sẹo,3,2,35,Bình Định
117,Bãi Rạn,3,2,35,Bình Định
118,Khu du lịch sinh thái Nhơn Hội,5,5,35,Bình Định
119,Đèo Cù Mông,4,4,35,Bình Định
120,Chợ nổi Nhơn Hải,3,6,35,Bình Định
121,Công viên nước Đại Nam,5,5,46,Bình Dương
122,Công viên Đồng Nai,3,5,46,Bình Dương
123,Khu du lịch sinh thái Đại Nam,5,5,46,Bình Dương
124,Công viên Suối Tiên Bình Dương,5,5,46,Bình Dương
125,Khu du lịch sinh thái Đồi Hồng,5,5,46,Bình Dương
126,Công viên Thiên Hương,3,5,46,Bình Dương
127,Khu du lịch sinh thái Đại Phước Riverside,5,5,46,Bình Dương
128,Công viên Tuổi Trẻ Bình Dương,3,5,46,Bình Dương
129,Khu du lịch sinh thái Sơn Tiên,5,5,46,Bình Dương
130,Công viên Đại Phước,3,5,46,Bình Dương
131,Khu du lịch sinh thái Đồi Cây Cỏ,5,5,46,Bình Dương
132,Công viên Nhật Nguyệt,3,5,46,Bình Dương
133,Khu du lịch sinh thái Cây Xanh Đại Phước,5,5,46,Bình Dương
134,Công viên Bình Dương,3,5,46,Bình Dương
135,Thác Giang Điền,3,4,45,Bình Phước
136,Hồ Đa Đa,2,5,45,Bình Phước
137,Đồi Phước Long,2,4,45,Bình Phước
138,Công viên Đa Phước,2,5,45,Bình Phước
139,Bảo tàng tỉnh Bình Phước,2,3,45,Bình Phước
140,Suối Cam,2,4,45,Bình Phước
141,Cây Bàu Hùng,2,5,45,Bình Phước
142,Suối Sâu,2,4,45,Bình Phước
143,Đồi Thông Cụt,2,4,45,Bình Phước
144,Đình Mới,2,6,45,Bình Phước
145,Núi Bà Đen,2,4,45,Bình Phước
146,Chùa Linh Phước,2,6,45,Bình Phước
147,Đảo Mắm,2,2,45,Bình Phước
148,Khu du lịch sinh thái Bàu Né,3,5,45,Bình Phước
149,Công viên nước Suối Tiên,3,5,45,Bình Phước
150,Biển Mũi Né,5,2,39,Bình Thuận
151,Cồn Cỏ,4,2,39,Bình Thuận
152,Đồi Cát Phan Thiết,4,4,39,Bình Thuận
153,Bảo tàng Hồ Chí Minh,3,3,39,Bình Thuận
154,Công viên Giải trí Suối Tiên Mũi Né,3,5,39,Bình Thuận
155,Tháp Chàm Poshanu,3,6,39,Bình Thuận
156,Suối nước nóng Bàu Trắng,4,5,39,Bình Thuận
157,Đèo Dốc Phan Rang,4,4,39,Bình Thuận
158,Đèo Cù Mông,4,4,39,Bình Thuận
159,Bảo tàng Lạc Việt,3,3,39,Bình Thuận
160,Chợ nổi Phan Rang,3,6,39,Bình Thuận
161,Khu du lịch sinh thái Cà Ná,5,5,39,Bình Thuận
162,Chùa Bàu Trắng,3,6,39,Bình Thuận
163,Bãi biển Phú Quý,5,2,39,Bình Thuận
164,Công viên nước Hàm Tân,5,5,39,Bình Thuận
165,Biển Cà Mau,5,2,62,Cà Mau
166,Mũi Cà Mau,4,2,62,Cà Mau
167,Hòn Đá Bạc,3,2,62,Cà Mau
168,Rừng tràm Trần Đề,4,4,62,Cà Mau
169,Công viên biển Đền Đông,5,2,62,Cà Mau
170,Công viên cây xanh Cà Mau,3,5,62,Cà Mau
171,Chùa Đất Sét,3,6,62,Cà Mau
172,Đầm Cái Cung,4,2,62,Cà Mau
173,Bãi biển Hòn Đốc,3,2,62,Cà Mau
174,Khu du lịch sinh thái Cần Giờ,5,5,62,Cà Mau
175,Chợ nổi Đình Bà,3,6,62,Cà Mau
176,Bảo tàng tỉnh Cà Mau,3,3,62,Cà Mau
177,Công viên Mũi Ngọt,5,5,62,Cà Mau
178,Công viên nước Lê Minh Xuân,5,5,62,Cà Mau
179,Khu du lịch sinh thái Thới Bình,5,5,62,Cà Mau
180,Cái Răng Floating Market,3,2,63,Cần Thơ
181,Khu du lịch sinh thái Cần Thơ Ecolodge,5,5,63,Cần Thơ
182,Bảo tàng Cần Thơ,3,3,63,Cần Thơ
183,Vườn trái cây Bến Tre,3,5,63,Cần Thơ
184,Công viên nước Khu du lịch sinh thái Trúc Lâm Phương Nam,3,5,63,Cần Thơ
185,Đền ông Hòa,3,6,63,Cần Thơ
186,Công viên nước Lê Lợi,5,5,63,Cần Thơ
187,Bảo tàng Mỹ thuật Cần Thơ,3,3,63,Cần Thơ
188,Công viên nước Cần Thơ Waterland,5,5,63,Cần Thơ
189,Chùa Ông,3,6,63,Cần Thơ
190,Công viên hoa Đông Phương,3,5,63,Cần Thơ
191,Khu du lịch sinh thái Mỹ Khánh,5,5,63,Cần Thơ
192,Chợ nổi Cái Răng,3,6,63,Cần Thơ
193,Công viên nước Vinpearl Cần Thơ,5,5,63,Cần Thơ
194,Chùa Bửu Đài Sơn,3,6,63,Cần Thơ
195,Bản Giốc - Đất Cảng Quốc Tế,2,2,2,Cao Bằng
196,Thác Bản Giốc,2,4,2,Cao Bằng
197,Hồ Ba Bể,3,4,2,Cao Bằng
198,Hồ Động Đại Sơn,3,4,2,Cao Bằng
199,Hồ Thang Hen,3,4,2,Cao Bằng
200,Chợ nổi Ngọc Con,2,6,2,Cao Bằng
201,Làng nước Đàm Thủy,2,6,2,Cao Bằng
202,Làng nước Pác Rẩy,2,6,2,Cao Bằng
203,Khu di tích Lý Thái Tổ,3,3,2,Cao Bằng
204,Công viên Quốc gia Pù Mát,4,4,2,Cao Bằng
205,Làng nước Nà Phòn,2,6,2,Cao Bằng
206,Hồ nước mặn ấn Độh,3,5,2,Cao Bằng
207,Vườn Quốc gia Cao Bằng,4,4,2,Cao Bằng
208,Làng nước Bản Pác,2,6,2,Cao Bằng
209,Khu du lịch sinh thái Thanh Lãng,5,5,2,Cao Bằng
210,Bãi biển Mỹ Khê,5,2,32,Đà Nẵng
211,Bà Nà Hills,5,2,32,Đà Nẵng
212,Cầu Rồng,3,3,32,Đà Nẵng
213,Lăng Ông,3,6,32,Đà Nẵng
214,Công viên biển Đông,5,5,32,Đà Nẵng
215,Chùa Linh Ứng,3,6,32,Đà Nẵng
216,Công viên biển Phạm Văn Đồng,5,5,32,Đà Nẵng
217,Bảo tàng Đà Nẵng,3,3,32,Đà Nẵng
218,Công viên giải trí Asia Park,5,5,32,Đà Nẵng
219,Chùa Mỹ Sơn,3,6,32,Đà Nẵng
220,Sông Hàn,4,5,32,Đà Nẵng
221,Khu du lịch sinh thái Suối Khoái,5,5,32,Đà Nẵng
222,Cầu Trần Thị Lý,3,3,32,Đà Nẵng
223,Khu du lịch sinh thái Ba Na - Suối Mơ,5,5,32,Đà Nẵng
224,Bảo tàng 3D Art in Paradise,3,3,32,Đà Nẵng
225,Chợ Buôn Ma Thuột,3,6,42,Đắk Lắk
226,Khu du lịch sinh thái Dray Nur,5,5,42,Đắk Lắk
227,Hồ Lắk,3,4,42,Đắk Lắk
228,Làng nước Ede Buôn Ma Thuột,2,6,42,Đắk Lắk
229,Thác Gia Long,4,4,42,Đắk Lắk
230,Rừng quốc gia Yok Đôn,4,4,42,Đắk Lắk
231,Chợ nổi Liên Sơn,3,6,42,Đắk Lắk
232,Chùa Thiền Trúc Lâm Tây Thiên,3,6,42,Đắk Lắk
233,Bảo tàng Đắk Lắk,3,3,42,Đắk Lắk
234,Hồ Ea Kao,3,4,42,Đắk Lắk
235,Thác Đray Sap,4,4,42,Đắk Lắk
236,Công viên Yersin Buôn Ma Thuột,3,5,42,Đắk Lắk
237,Khu du lịch sinh thái Lắk Lake,5,5,42,Đắk Lắk
238,Làng nước Jarai Plei Kần,2,6,42,Đắk Lắk
239,Suối mơ Dak Mil,2,4,42,Đắk Lắk
240,Chùa Huệ Đức Đăk Nông,15,6,43,Đắk Nông
241,Thác Diệu Thanh,0,3,43,Đắk Nông
242,Thác Ba Tầng Đăk Nông,2,3,43,Đắk Nông
243,Thác Liêng Nung,0,3,43,Đắk Nông
244,Khu Du Lịch Phước Sơn Ðăk Nông,10,1,43,Đắk Nông
245,Chùa Pháp Hoa Ðăk Nông,1,6,43,Đắk Nông
246,Hồ Trúc Ðắk Nông,2,3,43,Đắk Nông
247,Hang Ðộng Núi Lửa Chu Bluk Ðắk Nông,2,3,43,Đắk Nông
248,Thác Luu Ly Ðắk Nông,0,3,43,Đắk Nông
249,Vu Ðiệu Cồng Chiên Tây Nguyên Ðắk Nông,0,1,43,Đắk Nông
250,Khu Du Lịch Sinh Thái Troh Bu Ðắk Nông,0,3,43,Đắk Nông
251,Bảo Tàng Các Dân Tộc Việt Nam Ðắk Nông,0,1,43,Đắk Nông
252,Hồ Ea Snô Ðắk Nông,0,3,43,Đắk Nông
253,Hồ Tây Ðắk Nông,1,3,43,Đắk Nông
254,Ðồi A1-Ðiện Biên Phủ,0,1,12,Điện Biên
255,Nghia trang liệt sĩ Ðồi A1,0,1,12,Điện Biên
256,Hầm Ðờ Cát-Ðiện Biên Phủ,10,1,12,Điện Biên
257,Sở chỉ huy chiến dịch Ðiện Biên Phủ,15,1,12,Điện Biên
258,Bảo tàng chiến thắng Ðiện Biên Phủ,1,1,12,Điện Biên
259,Cánh đồng Mường Thanh,0,1,12,Điện Biên
260,Tượng Ðường Kéo Pháo,2,1,12,Điện Biên
261,Ðèo Pha Ðin,10,3,12,Điện Biên
262,Khu du lịch Hồ Pá Khoang,5,3,12,Điện Biên
263,Ðộng Pa Thom,15,3,12,Điện Biên
264,Thành Bản Phủ,0,1,12,Điện Biên
265,Suối nước nóng U Va,0,3,12,Điện Biên
266,Suối khoáng nóng Hua Pe,0,3,12,Điện Biên
267,Hang Thẩm Púa,0,3,12,Điện Biên
268,Vườn Anh Ðào Mường Phang,0,3,12,Điện Biên
269,Khu vui choi Bò Cạp Vàng,2,5,47,Đồng Nai
270,Vườn Quốc gia Nam Cát Tiên,0,3,47,Đồng Nai
271,Thác Giang Ðiền,2,3,47,Đồng Nai
272,Khu du lịch Bửu Long,1,1,47,Đồng Nai
273,Khu du lịch Vườn Xoài,0,1,47,Đồng Nai
274,Văn miếu Trấn Biên,1,1,47,Đồng Nai
275,Thiền viện Thuơng Chiếu,0,6,47,Đồng Nai
276,Ðá ba chồng,0,3,47,Đồng Nai
277,Núi Chứa Chan,0,2,47,Đồng Nai
278,Công viên Suối Mơ,0,3,47,Đồng Nai
279,Khu du lịch Ðảo Ó,0,2,47,Đồng Nai
280,Thác Mai,0,3,47,Đồng Nai
281,Làng bưởi Nam Huệ Tân Triều,0,5,47,Đồng Nai
282,Hồ Suối Vàng,0,3,47,Đồng Nai
283,Chùa Bạch Liên,5,6,47,Đồng Nai
284,Khu du lịch Xẻo Quýt,5,1,52,Đồng Tháp
285,Khu du lịch sinh thái Ðồng Sen Tháp Mười,1,3,52,Đồng Tháp
286,Vườn quốc gia Tràm Chim,5,3,52,Đồng Tháp
287,Nhà cổ Hùynh Thủy Lê,2,1,52,Đồng Tháp
288,Chùa Lá Sen,5,6,52,Đồng Tháp
289,Vườn quýt Hồng Lai Vung,3,3,52,Đồng Tháp
290,Vườn chà là Ðồng Tháp,3,3,52,Đồng Tháp
291,Khu du lịch sinh thái Gáo Giồng,1,3,52,Đồng Tháp
292,Khu di tích Lăng cụ phó bảng Nguyễn Sinh Sắc,5,1,52,Đồng Tháp
293,Chùa Long Phước,5,6,52,Đồng Tháp
294,Chùa Ông Kiến An Cung,5,6,52,Đồng Tháp
295,Khu di tích Gò Tháp,5,1,52,Đồng Tháp
296,Chùa Phước Kiến,5,6,52,Đồng Tháp
297,Khu Du Lịch Sinh Thái Nam Huong,1,3,52,Đồng Tháp
298,Bảo Tàng Ðồng Tháp,5,1,52,Đồng Tháp
299,Biển hồ T'Nưng,0,3,41,Gia Lai
300,Thác Phú Cường,0,3,41,Gia Lai
301,Ðồng xanh,0,3,41,Gia Lai
302,Núi lửa Chu Ðang Ya,0,3,41,Gia Lai
303,Hồ Thác Bà,0,3,41,Gia Lai
304,Núi Hàm Rồng,0,2,41,Gia Lai
305,Thác Xung Khoeng,0,3,41,Gia Lai
306,Thác chín tầng,0,3,41,Gia Lai
307,Khu bảo tồn thiên nhiên Kon Jang Rang,0,3,41,Gia Lai
308,Vườn quốc gia Kon Ka Kinh,2,3,41,Gia Lai
309,Chùa Minh Thành,5,6,41,Gia Lai
310,Nhà tù Pleiku,3,1,41,Gia Lai
311,Thác Hang Én,0,3,41,Gia Lai
312,Ðập Tân Son,3,1,41,Gia Lai
313,Núi Ðá Pleiku,0,2,41,Gia Lai
314,Di tích lịch sử Cảng Bắc Mê,5,1,1,Hà Giang
315,Ðỉnh núi Chiều Lầu Thi,0,2,1,Hà Giang
316,Chợ tình Khâu Vai,0,5,1,Hà Giang
317,Làng van hóa du lịch dân Dao thôn Buông xã Tiên Yên,5,1,1,Hà Giang
318,Khu du lịch sinh thái lòng hồ sông Chung,1,3,1,Hà Giang
319,H'Noong,0,3,1,Hà Giang
320,Chùa Sùng Khánh,5,6,1,Hà Giang
321,Thảo nguyên Suôi Thầu,0,3,1,Hà Giang
322,Khu du lịch Thác Tiên - Ðèo Gió,1,3,1,Hà Giang
323,Rừng thông Yên Minh,0,3,1,Hà Giang
324,Núi Cầm Sơn,0,2,1,Hà Giang
325,Chợ Quyết Tiến,0,5,1,Hà Giang
326,Núi đôi Quản Bạ,0,2,1,Hà Giang
327,Ðộng Lùng Khúy,0,3,1,Hà Giang
328,Làng dệt thổ câm Lùng Tám,2,1,1,Hà Giang
329,Khu du lịch Tam Chúc,5,1,17,Hà Nam
330,Hang Luồn,0,3,17,Hà Nam
331,Ðộng Phúc Long,0,3,17,Hà Nam
332,Nhà Bá Kiến - Làng Vu Ðại,3,1,17,Hà Nam
333,Làng Trống Ðọi Tam,0,1,17,Hà Nam
334,Làng Nghề Dệt Lụa Tơ Tầm Nha Xá,0,1,17,Hà Nam
335,Làng Kho Cá Vũ Ðại,1,5,17,Hà Nam
336,Núi Cấm,1,2,17,Hà Nam
337,Núi Chùa Thôn Châu,0,6,17,Hà Nam
338,Sông Ðáy,0,3,17,Hà Nam
339,Làng Mây Tre Ðan Ngọc Ðộng,1,1,17,Hà Nam
340,Ngũ Ðộng Thị Sơn,0,3,17,Hà Nam
341,Ðan Trúc,0,6,17,Hà Nam
342,Chùa Tam Giáo,0,6,17,Hà Nam
343,Làng thêu ren Thanh Hà,0,1,17,Hà Nam
344,Quảng trường Ba Ðình - Lăng Bác,10,1,18,Hà Nội
345,Phố cổ Hà Nội,0,1,18,Hà Nội
346,Văn Miếu Quốc Tử Giám,10,1,18,Hà Nội
347,Nhà thờ lớn Hà Nội,1,6,18,Hà Nội
348,Hồ Tây,0,3,18,Hà Nội
349,Nhà hát lớn Hà Nội,0,1,18,Hà Nội
350,Nhà tù Hỏa Lò,0,1,18,Hà Nội
351,Chùa Một Cột,0,6,18,Hà Nội
352,Hoàng thành Thang Long,0,1,18,Hà Nội
353,Cột cờ Hà Nội,0,1,18,Hà Nội
354,Chùa Trấn Quốc,0,6,18,Hà Nội
355,Cầu Long Biên,0,1,18,Hà Nội
356,Ga Hà Nội,1,1,18,Hà Nội
357,Chợ Ðồng Xuân,0,5,18,Hà Nội
358,Ðền Quán Thánh,0,6,18,Hà Nội
359,Vườn Quốc gia Vu Quang,2,3,28,Hà Tĩnh
360,Khu du lịch sinh thái hồ Trại Tiểu,5,3,28,Hà Tĩnh
361,Khu du lịch sinh thái Sơn Kim,15,3,28,Hà Tĩnh
362,Biển Thiên Cầm,0,2,28,Hà Tĩnh
363,Bãi biển Xuân Thành,0,2,28,Hà Tĩnh
364,Bãi biển Thạch Hải,0,2,28,Hà Tĩnh
365,Bãi biển Kỳ Xuân,0,2,28,Hà Tĩnh
366,Chùa Huơng Tích,0,6,28,Hà Tĩnh
367,Di tích lịch sử Ngã ba Ðồng Lộc,1,1,28,Hà Tĩnh
368,Núi Hồng Linh,0,2,28,Hà Tĩnh
369,Chùa Thiên Tượng,0,6,28,Hà Tĩnh
370,Khu di tích Nguyễn Du,0,1,28,Hà Tĩnh
371,Khu di tích cổ Tổng Bí thư Trần Phú,2,1,28,Hà Tĩnh
372,Ðèo Ngang,0,3,28,Hà Tĩnh
373,Quần thể di tích Hải thuợng lãn ông Lê Hữu Trác,2,1,28,Hà Tĩnh
374,Ðảo Cò Chi Lang Nam,0,2,19,Hải Dương
375,Khu di tích Côn Sơn - Kiếp Bạc,3,1,19,Hải Dương
376,Văn miếu Mao Ðiền,5,1,19,Hải Dương
377,Bảo tàng tỉnh Hải Dương,20,1,19,Hải Dương
378,Ðền thờ Chu Văn An,10,6,19,Hải Dương
379,Lưu quan âm Giáng Ngọc,0,6,19,Hải Dương
380,Quần thể An Phụ - Kính Chủ - Nhẫm Dương,1,1,19,Hải Dương
381,Ðền Ðươi,0,6,19,Hải Dương
382,Chùa Giám,0,6,19,Hải Dương
383,Chùa Thanh Mai,0,6,19,Hải Dương
384,Chùa Bạch Hào,0,6,19,Hải Dương
385,Ðền Tranh Ninh Giang,0,6,19,Hải Dương
386,Hồ Bạch Ðằng,0,3,19,Hải Dương
387,Rừng phong lá đỏ,0,3,19,Hải Dương
388,Cánh đồng cà rốt,1,5,19,Hải Dương
389,Làng gốm Chu Ðậu,10,1,19,Hải Dương
390,Làng thêu Xuân Nẻo,5,1,19,Hải Dương
391,Nhà hát lớn Hải Phòng,10,1,20,Hải Phòng
392,Bảo tàng Hải Phòng,10,1,20,Hải Phòng
393,Phố cổ Hải Phòng,1,1,20,Hải Phòng
394,Bãi biển Ðồ Sơn,0,2,20,Hải Phòng
395,Hồ Tam Bạc,0,3,20,Hải Phòng
396,Chợ Hàng,0,5,20,Hải Phòng
397,Nhà thờ lớn Hải Phòng,0,6,20,Hải Phòng
398,Chùa tháp Tường Long,0,6,20,Hải Phòng
399,Vườn quốc gia Cát Bà,7,3,20,Hải Phòng
400,Vịnh Lan Hạ,0,3,20,Hải Phòng
401,Bạch Ðằng Giang,10,1,20,Hải Phòng
402,Núi Voi,0,2,20,Hải Phòng
403,Bãi tắm Cát Cò,0,2,20,Hải Phòng
404,Đảo Bạch Long Vĩ,5,2,20,Hải Phòng
405,Khu di tích Trang Kenh,10,1,20,Hải Phòng
406,Công viên Giải trí Kittyd & Minnied,18,5,58,Hậu Giang
407,Công viên Ánh Sáng Kỳ Quan Cổ Ðại - The Miracle,18,5,58,Hậu Giang
408,Ðền thờ Bác Hồ,10,1,58,Hậu Giang
409,Thiền viện Trúc Lâm Hậu Giang,0,6,58,Hậu Giang
410,Khu di tích Chiến thắng Tầm Vu,11,1,58,Hậu Giang
411,Nhà thờ Trà Lồng,0,6,58,Hậu Giang
412,Khu Di Tích Huyện Long Mỹ,11,1,58,Hậu Giang
413,Công viên Xà No,5,5,58,Hậu Giang
414,Khu Du lịch Sinh Thái Phú Hữu,18,3,58,Hậu Giang
415,Chợ đêm Vị Thanh,0,5,58,Hậu Giang
416,Chợ Nổi Ngã Bảy,0,5,58,Hậu Giang
417,Khu Di tích căn cứ tỉnh ủy Cần Thơ,0,1,58,Hậu Giang
418,Khu bảo tồn thiên nhiên Lung Ngọc Hoàng,10,3,58,Hậu Giang
419,Vườn Sinh Thái Thạch Sanh Farm,10,3,58,Hậu Giang
420,Chợ Cái Son,0,5,58,Hậu Giang
421,Khu du lịch Mai Châu,10,1,13,Hòa Bình
422,Ðộng Thiên Long,0,3,13,Hòa Bình
423,Nhà máy thủy điện Hoà Bình,0,1,13,Hòa Bình
424,Ðèo Ðá Trắng,0,2,13,Hòa Bình
425,Khu du lịch Thác Thang Thiên,10,1,13,Hòa Bình
426,Ðộng Thác Bờ,0,3,13,Hòa Bình
427,Suối khoáng Kim Bôi,5,3,13,Hòa Bình
428,Ðộng Hoa Tiên,0,3,13,Hòa Bình
429,Mộ cổ Đồng Thếch,10,1,13,Hòa Bình
430,Ðộng Tiên Phi,0,3,13,Hòa Bình
431,Bảo tàng không gian van hóa Mường,5,1,13,Hòa Bình
432,Ðèo Thung Khe,0,2,13,Hòa Bình
433,Cột cờ Mai Châu,1,1,13,Hòa Bình
434,Nhà trung bày hiện vật cổ vật van hóa Thái - Mai Châu,13,1,13,Hòa Bình
435,Hang Mỏ Luông,0,3,13,Hòa Bình
436,Ðền Chử Ðồng Tử,0,6,21,Hưng Yên
437,Chùa Hiến,0,6,21,Hưng Yên
438,Làng nghề đúc đồng,0,1,21,Hưng Yên
439,Phố Hiến,0,1,21,Hưng Yên
440,Làng Nôm,0,1,21,Hưng Yên
441,Ðền Phượng Hoàng,0,6,21,Hưng Yên
442,Chùa Hương Lãng,0,6,21,Hưng Yên
443,Ðền Trần,0,6,21,Hưng Yên
444,Ðền Dạ Trạch,0,6,21,Hưng Yên
445,Khu tưởng niệm cố tổng bí thu Nguyễn Văn Linh,10,1,21,Hưng Yên
