38,1,1075,18,2,1090,881,57,1
19,1,2865,15,2,809,157,39,4
15,1,1225,49,2,2896,193,63,5
35,0,1370,33,2,1329,345,18,1
29,0,791,34,1,358,919,25,3
25,0,1617,44,4,1164,685,33,3
27,1,1333,48,2,1193,415,58,5
16,1,1765,34,1,586,860,50,4
17,1,2514,51,2,1813,798,6,4
63,0,1629,9,2,1447,244,43,1
25,1,1306,23,2,2062,82,16,3
25,0,1073,23,6,1960,539,4,3
46,1,2883,35,5,2588,868,50,4
25,1,1571,34,3,491,780,24,5
49,1,1835,17,3,2395,47,3,4
27,1,710,2,6,406,609,23,3
20,0,1164,55,2,634,507,14,3
22,1,1394,56,2,966,709,9,3
24,0,799,41,6,185,242,43,3
58,0,4447,20,1,492,208,2,6
63,0,4866,54,2,500,835,31,6
24,1,1593,26,3,449,182,63,3
26,0,1160,20,6,227,348,18,3
36,1,2111,49,1,728,198,2,4
16,1,2008,59,3,2407,197,2,4
24,1,1022,9,5,2965,650,36,3
26,1,1585,8,2,201,496,14,3
25,1,1136,30,1,1515,561,51,3
20,0,728,43,1,1075,62,61,2
20,0,1671,5,2,2367,466,59,2
30,0,2184,14,3,1391,59,3,4
22,0,1513,21,1,200,335,17,5
58,1,4651,22,4,1015,790,24,6
55,0,1413,6,2,1378,793,24,1
26,0,1244,46,6,341,291,52,3
28,0,804,40,3,1554,722,30,2
23,0,735,56,3,588,166,62,2
24,1,1503,3,3,2262,926,25,3
53,0,4455,59,3,2436,309,41,6
21,0,1040,53,5,679,106,35,2
59,1,2945,35,1,1734,480,59,6
20,0,1579,51,2,514,596,27,3
27,0,1624,35,1,193,706,9,3
21,1,726,40,3,1384,525,44,3
56,1,1914,11,1,342,455,37,6
36,1,1051,36,1,1586,295,52,1
27,1,1291,24,3,978,922,25,2
22,1,2794,51,1,332,101,55,5
55,1,1393,36,2,1440,490,40,1
22,0,1832,27,2,445,97,55,5
65,1,3998,60,2,225,790,24,6
60,1,3998,36,2,464,23,49,6
28,0,1025,56,1,1164,126,46,5
29,1,1206,7,6,221,418,58,3
52,0,5098,2,2,2382,462,37,6
26,0,1045,39,3,788,48,3,5
26,1,2370,41,3,1077,136,45,5
59,1,1358,10,3,2768,751,15,1
48,1,1400,34,1,833,906,56,1
43,1,759,8,2,2265,410,58,1
22,1,1488,23,4,478,173,62,2
62,0,1345,16,3,1128,292,52,1
60,1,4419,29,2,649,631,7,6
56,0,3427,60,1,1070,449,21,6
28,1,849,60,5,626,755,15,3
60,0,1228,37,2,378,727,30,1
28,1,1598,51,4,2240,470,59,2
52,1,1618,29,3,1321,429,13,1
23,0,1225,3,4,844,368,28,2
57,1,2525,55,3,114,296,52,6
20,1,1686,9,6,696,713,9,3
23,0,740,46,4,883,803,6,3
57,0,1387,22,1,1002,731,30,1
56,1,3211,40,1,699,530,4,6
20,0,1209,30,2,1749,42,8,5
35,0,823,30,3,629,446,21,1
61,0,1657,44,2,1170,333,17,1
20,0,1442,4,3,496,697,34,3
21,1,1419,10,3,949,636,7,5
24,0,934,5,4,1229,659,36,3
29,0,907,40,4,738,82,16,3
28,0,1731,54,1,209,622,38,5
21,0,919,2,4,1461,363,28,2
22,1,961,26,1,1573,179,62,5
29,0,721,20,6,275,812,26,3
27,0,1454,33,5,78,241,43,3
23,0,1279,41,2,1948,111,35,3
23,0,1552,60,2,245,427,13,3
21,1,1689,36,5,2265,387,19,3
16,0,2086,47,5,710,204,2,4
29,1,1445,8,5,779,773,48,2
28,0,1280,40,2,1221,547,10,3
24,1,1417,50,5,291,641,7,3
32,1,905,33,2,1295,882,57,1
28,1,1143,34,2,430,535,4,3
22,0,1694,53,2,314,629,38,3
24,1,1419,1,2,1553,452,37,2
40,1,2087,52,4,221,20,49,4
25,0,867,52,4,2981,789,24,2
26,0,887,25,6,989,330,17,3
17,1,1114,9,3,2232,688,33,5
45,0,925,45,1,1602,881,57,1
65,0,1863,17,1,2615,624,38,6
25,1,986,19,5,1662,428,13,3
19,1,2713,33,3,745,170,62,5
53,1,4542,55,4,766,60,3,6
58,0,988,33,3,887,871,50,1
27,0,2615,52,3,1316,774,48,5
29,1,817,6,1,1612,11,54,2
58,1,1222,40,2,771,759,15,1
46,1,2125,51,1,73,145,45,4
18,1,2932,3,3,2868,415,58,5
53,1,3914,13,4,58,707,9,6
27,1,973,21,5,1921,815,26,2
19,1,2643,39,3,494,88,16,5
27,0,1686,61,6,1594,302,41,3
22,0,1644,53,1,2434,922,25,2
64,0,4237,26,4,558,530,4,6
57,0,5130,7,3,2211,175,62,6
23,1,2893,27,3,1629,849,53,5
21,1,1403,15,1,315,315,1,2
50,0,5613,25,4,1451,765,48,6
28,1,1425,56,5,1686,22,49,2
22,0,744,55,3,474,100,55,5
20,0,1324,49,2,2627,326,1,2
24,0,1586,55,1,2200,801,6,3
44,1,853,21,1,789,244,43,1
21,1,862,50,5,1455,297,52,3
63,0,1060,62,1,1115,747,60,1
41,0,704,1,3,97,734,30,1
16,1,1950,43,4,117,235,42,4
60,0,4837,23,4,1895,89,16,6
21,1,1183,23,6,1385,318,1,3
56,0,5958,15,4,1352,902,56,6
20,0,1597,43,3,37,212,32,3
64,1,4145,24,4,66,745,60,6
34,1,1627,24,2,1972,816,26,1
26,1,1530,51,2,2893,500,14,3
26,1,994,22,2,2663,492,40,5
25,1,1014,54,3,254,95,55,2
21,1,1535,22,3,252,507,14,3
17,1,2076,46,1,2345,49,3,5
17,0,1511,35,3,2644,413,58,5
21,1,1325,15,3,835,348,18,3
60,0,2196,4,1,474,342,17,6
58,0,2365,37,1,911,534,4,6
18,1,1720,36,3,2449,178,62,5
65,1,3815,34,4,259,105,55,6
61,1,840,53,3,798,586,27,1
27,0,1273,51,5,1766,195,2,2
27,1,1524,20,3,958,499,14,2
23,1,1407,59,4,1242,666,29,3
17,0,2123,58,1,2158,780,24,5
22,0,807,61,5,1802,900,5,3
54,1,938,40,3,435,344,18,1
24,1,1339,57,5,2532,654,36,3
27,0,1012,54,1,1585,822,26,2
23,1,1363,58,1,1861,849,53,5
21,1,2589,20,3,278,100,55,5
28,1,755,51,2,406,703,34,3
20,0,1415,9,5,1861,454,37,2
26,0,1438,1,4,583,11,54,2
58,1,1599,7,3,1611,821,26,1
15,0,1521,36,1,1246,316,1,5
21,1,988,48,6,1535,644,7,3
57,0,1602,2,1,686,869,50,1
24,0,945,56,2,984,822,26,2
61,1,1059,8,2,938,272,47,1
23,1,1232,16,5,494,764,15,2
46,1,1006,29,3,2993,898,5,1
63,1,1559,2,4,2560,462,37,6
23,0,1227,39,4,319,704,34,3
25,1,815,7,4,877,418,58,3
25,1,1917,21,2,1167,420,58,5
22,1,1538,4,5,601,117,35,2
21,0,2309,14,3,356,689,33,5
26,0,910,20,1,733,212,32,3
62,0,1707,41,3,709,670,29,6
27,0,1006,39,3,222,452,37,2
55,1,1225,23,1,1670,471,59,1
54,1,4568,12,1,713,443,21,6
61,1,1065,36,1,1042,310,41,1
55,0,1301,37,1,543,829,31,1
58,1,2129,26,2,658,347,18,6
22,0,1510,8,1,455,607,23,3
15,0,1279,44,3,214,214,32,5
23,1,1378,34,4,825,247,43,3
64,1,5262,12,3,525,238,42,6
51,0,853,22,2,2778,353,18,1
26,1,851,14,3,558,579,22,3
57,0,5528,5,4,42,605,23,6
29,1,1466,45,2,780,330,17,3
53,0,735,43,1,2285,287,52,1
29,1,781,9,4,2840,844,53,3
21,0,1204,5,1,516,764,15,2
53,1,3116,10,4,2003,928,25,6
38,0,781,59,3,185,292,52,1
26,0,1675,27,3,1167,501,14,2
31,1,765,35,2,411,761,15,1
40,1,1532,62,3,1535,546,10,1
61,0,1918,44,1,32,581,22,6
21,1,1135,32,1,1295,944,11,3
29,0,2565,19,2,1989,780,24,5
52,0,2062,33,1,2832,351,18,6
22,1,781,27,1,1867,265,12,3
25,1,1306,54,1,1543,718,9,3
55,1,1560,30,3,917,349,18,1
25,0,2847,13,2,106,474,59,5
45,1,793,20,2,2799,511,44,1
23,1,1526,58,4,271,427,13,3
25,0,756,34,1,1518,91,55,2
16,0,1934,52,2,305,48,3,5
55,1,1489,58,2,800,273,47,1
40,1,1410,19,1,246,829,31,1
27,0,1906,10,3,2408,325,1,5
55,1,3393,41,1,385,225,42,6
21,0,955,11,2,1334,599,27,3
20,0,1364,3,5,438,715,9,3
19,0,1455,1,1,519,121,46,5
21,1,1279,8,1,850,897,5,3
28,0,1343,14,6,640,567,51,3
29,1,1633,50,6,2791,656,36,3
36,1,700,23,3,1594,244,43,1
21,1,1220,48,3,330,403,20,2
59,1,5390,13,1,901,765,48,6
28,1,998,26,4,380,459,37,3
29,0,1125,47,4,2545,340,17,3
27,0,1158,43,3,646,478,59,5
34,0,2553,58,3,197,41,8,4
25,0,1648,20,4,47,285,52,3
38,0,1745,63,5,1727,2,54,4
29,1,1273,43,2,2966,497,14,5
17,1,2246,59,2,1370,118,35,5
26,0,1648,48,5,1664,99,55,2
61,0,3402,20,1,1540,457,37,6
20,0,1490,11,2,2475,180,63,2
28,1,1083,55,1,718,669,29,5
23,1,913,50,1,1666,939,11,3
29,0,1408,26,6,299,387,19,3
21,1,831,21,3,1912,488,40,3
27,0,876,9,2,1154,934,11,3
63,1,1128,51,2,1512,898,5,1
24,0,1476,33,2,631,564,51,5
23,0,1347,16,1,969,100,55,5
27,0,1007,43,5,995,430,13,3
59,0,5573,29,4,637,469,59,6
56,0,3530,46,2,1435,89,16,6
60,1,1530,59,1,293,818,26,1
58,0,3723,17,4,1787,155,39,6
24,0,2502,6,2,235,849,53,5
28,0,1362,1,1,534,222,32,3
26,0,2757,41,1,454,474,59,5
24,0,2495,9,1,1069,218,32,5
28,1,1570,11,4,663,507,14,3
20,1,1665,53,2,452,803,6,3
15,1,1667,55,1,1554,57,3,5
26,0,1136,1,1,2134,914,56,3
60,0,5120,26,2,240,171,62,6
22,1,1591,58,1,75,477,59,2
62,0,1561,32,2,1252,898,5,1
21,1,1341,60,1,1569,820,26,2
20,0,1558,40,2,290,702,34,3
24,1,1459,42,3,530,691,34,3
63,0,5935,31,1,1975,144,45,6
20,0,2500,38,2,140,49,3,5
59,1,5885,23,2,1542,162,39,6
26,1,1433,40,5,15,683,33,3
38,0,1497,15,3,392,287,52,1
20,1,1031,18,3,58,694,34,3
21,0,925,36,1,226,669,29,5
30,1,995,25,3,108,332,17,1
59,0,3846,32,3,1050,872,57,6
27,1,905,2,3,230,453,37,2
26,0,1015,51,2,1877,567,51,3
25,1,952,12,2,297,541,10,2
62,0,2542,35,1,2837,208,2,6
28,1,780,61,4,1864,26,49,2
20,0,1518,23,1,204,820,26,2
28,1,792,51,1,327,271,47,3
62,1,5811,6,4,1341,98,55,6
52,1,5744,52,1,1555,522,44,6
21,0,780,18,2,2141,95,55,2
29,0,959,59,2,1834,877,57,3
61,0,2370,50,4,2280,558,51,6
60,1,1826,4,1,2785,846,53,6
22,1,1653,39,1,1707,134,46,5
26,0,1486,9,1,821,665,29,3
26,1,1394,53,5,1445,826,31,3
27,0,1679,10,6,1966,932,11,3
31,0,1374,51,3,47,257,12,1
52,1,1505,11,2,725,213,32,6
63,0,3241,54,4,1051,448,21,6
52,0,1608,55,1,493,490,40,1
29,1,1115,47,3,387,265,12,3
26,0,1305,21,6,330,603,23,3
25,1,840,17,1,637,474,59,5
27,0,1213,14,3,1102,470,59,2
20,1,1094,29,3,176,529,4,3
28,1,863,6,2,1153,21,49,5
23,1,1042,1,1,668,315,1,2
20,1,1232,27,2,287,22,49,2
29,0,1410,44,5,1691,831,31,2
39,1,1405,26,3,750,425,13,1
42,1,797,12,2,811,412,58,1
22,1,1148,30,3,42,266,12,3
24,1,1179,32,2,272,547,10,3
20,1,927,32,2,219,46,3,2
17,0,1342,49,2,1200,467,59,5
29,1,1535,50,6,563,306,41,3
22,0,854,58,1,1477,116,35,2
47,1,1465,25,3,196,727,30,1
28,1,1090,16,3,117,302,41,3
21,1,1627,55,5,1567,691,34,3
23,0,1443,63,5,750,359,28,3
59,1,2810,27,4,783,162,39,6
26,1,1399,60,2,496,63,61,3
63,0,1123,12,3,1386,393,20,1
23,0,1159,57,3,447,663,29,3
26,0,910,62,5,652,319,1,3
22,0,1041,49,4,624,621,38,3
20,1,1069,24,2,260,166,62,2
52,0,1600,12,1,919,369,28,6
20,0,948,42,5,1650,487,40,3
45,1,792,49,2,410,750,15,1
25,0,2158,18,2,2208,688,33,5
21,1,1030,41,2,585,573,22,3
29,0,1230,25,4,409,95,55,2
52,1,4363,30,3,2126,530,4,6
22,0,821,49,2,2166,574,22,3
31,1,1362,29,3,172,376,19,1
25,1,1351,11,4,709,243,43,3
20,0,1547,13,5,2771,271,47,3
23,0,924,20,1,1573,935,11,3
53,1,797,51,2,764,586,27,1
60,0,3691,51,4,34,612,23,6
17,1,784,9,3,229,55,3,5
25,1,702,6,4,2746,661,29,3
22,1,1087,13,3,486,714,9,5
27,0,1269,32,5,276,687,33,3
56,0,1628,4,1,166,533,4,6
23,0,1666,40,3,1186,820,26,2
51,0,1887,54,3,1297,115,35,6
22,1,1378,38,2,370,492,40,5
25,0,1257,13,2,452,459,37,3
26,1,1337,11,2,257,843,53,3
27,1,775,1,1,379,326,1,2
24,1,1272,54,3,206,285,52,3
43,1,954,51,3,1647,546,10,1
24,0,1752,16,1,913,492,40,5
28,1,1383,61,4,20,282,47,3
24,1,1053,41,4,1210,195,2,2
56,1,5005,35,3,1039,534,4,6
19,0,840,45,3,1291,121,46,5
23,0,1188,16,4,1390,515,44,3
24,1,1540,44,4,1782,730,30,3
51,1,1709,32,3,815,341,17,6
29,0,1477,5,2,1834,913,56,3
56,1,3543,46,3,56,769,48,6
63,0,1376,41,1,1396,545,10,1
24,1,2087,9,1,592,774,48,5
24,1,891,6,1,2496,592,27,3
28,0,1171,37,2,2695,54,3,5
54,1,1184,31,1,568,393,20,1
22,0,1586,56,4,129,518,44,3
64,0,5942,62,3,428,612,23,6
22,1,1468,47,4,2315,859,50,3
25,1,1180,7,6,661,651,36,3
19,0,1652,3,1,1779,714,9,5
29,0,1472,63,6,21,915,56,3
32,0,1053,48,1,274,346,18,1
52,0,1267,3,3,2931,850,53,1
35,1,782,29,2,756,401,20,1
54,0,5332,2,1,764,79,16,6
25,1,921,32,5,846,708,9,3
24,0,1433,39,3,1208,514,44,3
47,1,2652,42,2,107,4,54,4
56,1,1441,27,3,176,546,10,1
55,0,4112,34,4,61,585,22,6
27,0,1455,51,5,633,554,10,2
56,0,2015,31,1,823,614,23,6
21,0,1210,23,4,757,640,7,3
24,0,709,43,1,666,922,25,2
28,1,1081,22,1,58,123,46,5
24,0,938,10,4,1075,635,7,3
29,0,1394,26,6,977,618,38,3
26,1,820,12,3,470,550,10,3
57,0,1305,25,3,40,747,60,1
23,0,1303,26,3,1648,913,56,3
35,0,1251,60,3,234,259,12,1
51,0,1720,50,2,1092,32,8,6
52,0,785,17,3,8,756,15,1
50,0,4953,61,1,950,213,32,6
28,1,925,46,3,1909,177,62,5
32,0,811,57,1,128,817,26,1
23,0,1175,27,4,113,550,10,3
22,0,1328,57,3,175,539,4,3
24,0,1592,19,3,801,901,5,3
24,1,751,1,1,2388,93,55,5
28,1,976,62,5,1274,280,47,3
50,1,4766,31,1,1502,354,18,6
19,0,1282,58,2,444,513,44,5
15,1,2903,22,3,2123,142,45,4
24,0,717,12,1,505,432,13,2
57,1,5231,22,1,1164,532,4,6
24,0,1282,17,1,573,266,12,3
29,1,1676,13,1,866,24,49,2
21,1,1385,55,2,413,706,9,3
52,1,2086,20,3,223,449,21,6
22,1,1419,51,2,1189,517,44,3
29,1,1048,9,5,955,243,43,3
26,1,1479,4,6,2156,458,37,3
20,1,901,24,3,566,876,57,3
63,0,1207,17,1,95,889,5,1
15,0,2940,25,4,583,43,8,4
56,0,2511,51,2,967,201,2,6
59,0,2447,52,1,1995,581,22,6
55,1,1878,54,2,261,8,54,6
60,1,784,2,3,115,317,1,1
54,1,5589,55,3,454,675,29,6
50,0,743,16,1,2751,817,26,1
38,0,1463,56,2,365,440,21,1
21,0,1154,30,5,303,22,49,2
21,0,1454,35,3,343,107,35,2
25,0,1031,56,3,1481,593,27,3
28,0,1179,23,4,640,110,35,2
24,1,1045,38,2,1572,363,28,2
28,1,1947,16,3,2115,94,55,5
20,1,707,61,4,2566,819,26,2
19,1,1350,33,3,1824,335,17,5
65,1,1133,8,3,225,353,18,1
28,0,974,40,3,42,607,23,3
48,0,1514,23,1,1803,731,30,1
59,1,1312,32,1,2220,910,56,1
36,1,736,11,3,1480,249,43,1
53,1,906,41,3,228,943,11,1
15,1,2884,53,1,809,198,2,4
61,0,5366,32,2,107,225,42,6
60,1,1661,41,1,973,776,48,6
20,0,1682,52,1,210,886,57,2
29,0,2466,37,3,2120,834,31,5
30,1,1080,50,1,2248,775,48,1
62,0,4813,36,1,245,76,16,6
38,0,729,46,2,234,875,57,1
27,1,1298,19,1,596,19,49,3
21,0,1308,1,3,730,485,40,3
26,0,1334,37,6,1409,419,58,3
23,1,1018,61,3,607,289,52,3
43,1,2709,24,2,1393,199,2,4
22,1,1477,24,5,277,6,54,2
22,0,1602,25,5,1640,485,40,3
65,0,1126,21,3,37,410,58,1
20,0,740,9,4,965,791,24,2
27,1,1342,8,5,1866,693,34,3
29,0,1613,52,5,1283,92,55,2
23,1,1487,50,3,1805,289,52,3
62,0,3640,57,2,1662,784,24,6
21,1,1057,61,2,1967,527,4,3
18,0,2095,25,2,1304,93,55,5
57,0,4655,21,4,1465,155,39,6
35,0,1625,50,3,1222,723,30,1
48,0,1544,57,1,640,833,31,1
35,1,1638,54,2,157,911,56,1
25,1,745,61,4,1860,16,49,2
29,0,802,9,3,273,203,2,3
29,1,1673,62,2,866,688,33,5
63,1,2158,35,3,1091,600,27,6
20,0,1014,54,4,812,804,6,2
48,0,1700,39,1,858,795,6,1
27,1,1155,7,3,1246,799,6,5
22,1,1209,61,1,1404,561,51,3
65,0,1209,57,3,416,906,56,1
56,0,2218,23,1,248,86,16,6
61,1,4949,5,3,301,735,60,6
56,1,834,1,2,337,792,24,1
27,0,1544,31,6,1936,917,25,3
25,1,1494,12,1,434,422,13,3
31,1,1731,23,2,512,13,54,4
28,0,1645,27,5,486,701,34,3
23,1,926,39,5,408,277,47,2
25,0,1406,25,3,540,884,57,2
20,0,774,46,6,1241,713,9,3
52,1,3185,10,3,2414,566,51,6
26,1,873,56,1,957,318,1,3
36,1,1232,58,2,1291,446,21,1
48,0,757,45,2,173,370,28,1
32,1,1340,11,3,461,850,53,1
29,1,727,35,2,2103,311,41,3
33,1,1654,35,2,1573,273,47,1
23,1,1010,49,3,817,660,36,3
54,0,1603,49,1,96,898,5,1
54,0,5449,18,4,897,790,24,6
62,0,3930,1,3,1041,928,25,6
15,0,2905,28,1,1038,636,7,5
48,1,913,40,3,1303,731,30,1
29,1,2023,22,1,525,128,46,5
64,1,1531,15,1,370,434,13,1
23,0,1165,29,3,819,183,63,5
63,1,4944,11,2,768,208,2,6
26,0,929,15,6,496,569,51,3
63,1,4556,63,2,1243,880,57,6
55,1,2372,58,2,174,109,35,6
58,0,5928,22,2,117,504,14,6
17,1,1004,38,1,1306,134,46,5
25,0,1396,4,1,223,941,11,3
57,1,1374,56,1,1243,244,43,1
28,1,1383,24,1,744,719,9,3
39,1,1469,27,3,2281,446,21,1
23,0,2361,26,1,386,174,62,5
42,0,1526,37,3,873,817,26,1
20,0,2087,39,2,291,39,8,5
65,0,4766,3,4,1351,84,16,6
57,0,5354,1,3,2014,892,5,6
17,1,2338,1,2,297,335,17,5
19,0,2701,3,3,1823,229,42,4
27,0,808,44,6,2217,866,50,3
24,1,1304,22,3,120,403,20,2
27,0,1060,19,2,1200,460,37,2
28,0,2689,40,2,812,42,8,5
63,0,2166,5,2,2688,581,22,6
53,0,5918,28,4,233,526,4,6
30,1,953,61,1,794,750,15,1
21,1,1344,22,5,820,85,16,2
57,0,4538,36,3,1827,351,18,6
18,1,2599,5,1,2500,357,18,5
28,0,1378,23,3,2320,778,48,5
24,1,886,19,3,556,100,55,5
50,1,4167,40,4,81,66,61,6
28,0,1190,51,6,2644,496,14,3
35,1,737,8,1,1591,813,26,1
27,0,1552,53,4,1324,628,38,3
26,0,718,60,3,1330,506,14,3
56,1,4255,31,4,1145,232,42,6
28,0,894,21,5,2307,212,32,3
29,1,1116,40,2,895,82,16,3
50,1,2677,1,1,2685,923,25,6
20,1,709,30,3,1561,159,39,3
29,0,1315,9,2,1254,165,62,2
22,0,1226,19,2,233,402,20,2
21,0,1588,17,3,819,424,13,2
28,0,1372,7,6,2297,716,9,3
59,1,1717,33,1,665,358,18,6
15,1,1464,14,1,623,832,31,5
20,1,2346,32,1,759,420,58,5
60,0,830,48,2,246,945,11,1
25,0,1026,63,4,1284,176,62,3
25,1,1114,35,5,894,802,6,3
21,1,1333,44,4,1751,777,48,3
22,1,748,11,2,1044,684,33,3
60,0,5702,40,4,657,736,60,6
29,0,910,12,6,1774,233,42,3
61,1,1359,38,1,1419,456,37,1
60,0,5916,4,1,482,208,2,6
24,1,2585,47,3,1272,55,3,5
27,0,849,10,3,408,551,10,3
29,1,1239,53,4,1699,167,62,2
26,0,1603,58,1,539,147,45,2
16,0,2988,3,3,112,179,62,5
39,1,2948,26,2,1115,20,49,4
57,0,3251,39,3,1179,90,16,6
57,1,2462,59,3,145,576,22,6
58,1,2238,50,1,190,924,25,6
29,0,833,3,5,405,683,33,3
50,1,3228,49,1,1019,351,18,6
29,0,1105,41,6,440,893,5,3
29,1,1048,39,5,98,324,1,2
27,1,1260,59,3,936,325,1,5
61,0,3575,18,4,536,504,14,6
55,1,1377,46,3,166,727,30,1
28,0,1971,2,3,1738,867,50,5
20,1,1377,26,3,1505,789,24,2
61,0,5883,56,1,1567,366,28,6
24,1,1149,18,2,1650,299,41,3
52,1,4341,7,2,23,602,23,6
22,1,985,12,4,926,172,62,2
64,0,5250,10,1,690,528,4,6
27,1,846,35,5,902,579,22,3
19,0,2540,60,2,448,571,22,5
22,0,1399,42,2,2843,460,37,2
62,0,1327,6,3,264,412,58,1
52,0,2675,37,1,427,930,25,6
60,0,1514,30,1,269,775,48,1
24,1,1677,47,6,2225,664,29,3
62,1,717,4,1,90,874,57,1
27,0,1331,4,2,69,567,51,3
27,1,1200,59,4,557,891,5,3
21,0,1219,14,2,2434,315,1,2
65,1,4075,5,2,544,103,55,6
26,0,1382,57,1,1397,206,2,5
51,0,4876,55,3,1005,581,22,6
27,0,811,41,1,777,422,13,3
55,1,1405,17,3,269,726,30,1
22,1,1432,4,1,397,689,33,5
57,1,3802,55,1,916,584,22,6
26,0,1357,30,2,1470,583,22,3
24,1,1575,41,6,784,111,35,3
24,1,1482,33,2,1734,858,50,5
53,0,1502,37,3,1447,370,28,1
36,0,2147,23,3,2691,47,3,4
23,0,1537,55,1,518,270,47,3
18,0,2556,23,4,2196,142,45,4
60,1,2534,53,3,1329,35,8,6
54,0,3127,39,1,1588,840,53,6
15,0,1592,38,3,851,214,32,5
35,1,830,21,3,2014,377,19,1
61,0,5308,25,2,1695,77,16,6
41,0,842,59,1,1623,431,13,1
32,1,2903,5,4,1666,50,3,4
16,1,1180,23,3,489,114,35,5
32,1,1408,54,3,1300,370,28,1
63,1,3359,57,1,614,930,25,6
39,1,725,5,3,270,809,6,1
21,0,780,37,2,272,313,41,2
64,0,5876,7,2,2406,902,56,6
27,1,904,13,2,197,206,2,5
54,0,1543,23,3,1558,185,63,6
20,1,1130,24,6,270,418,58,3
53,1,1682,2,1,124,847,53,1
28,1,710,55,4,1168,786,24,2
57,1,3339,59,4,651,409,58,6
23,1,2789,36,3,924,849,53,5
28,1,1621,61,2,2677,632,7,3
22,1,848,31,3,927,832,31,5
26,1,1311,33,1,858,604,23,3
16,0,1454,44,2,1179,714,9,5
